org,org_type,ein,name,exempt_type,match_confidence,filer_name,filer_name_norm,method,verified,details
America Votes,4.0,263779072.0,New American Voters Association,3.0,59.91932,NEW AMERICAN VOTERS ASSOCIATION,new american voters association,auto,0.0,Not included in top 3 results.
America Votes,4.0,815419127.0,American Voter Project Inc,3.0,59.91932,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,931728834.0,Arab American Voter Project,3.0,59.91932,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,912152547.0,Asian American Voter Project,3.0,59.91932,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,933013233.0,Muslim American Voter Engagement,3.0,59.91932,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,954802136.0,American Voter Education Fund,3.0,59.91932,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,920842627.0,Asian American Voters Alliance,3.0,59.91932,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,842048785.0,All Americans Vote,3.0,59.647926,All Americans Vote,all americans vote,auto,0.0,Not included in top 3 results.
America Votes,4.0,864004889.0,American Vote Initiative Inc,3.0,57.4413,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,942502267.0,Chinese American Voters Education Committee,3.0,54.790833,CHINESE AMERICAN VOTERS EDUCATION,chinese american voters education,auto,0.0,Not included in top 3 results.
America Votes,4.0,934876814.0,Vietnamese-american Voters Association Inc,3.0,54.790833,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,853864827.0,Plus 1 Vote America Inc,3.0,54.17064,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,993929463.0,Voters For The American Center Inc,,50.47213,VOTERS FOR THE AMERICAN CENTER INC,voters american center,auto,0.0,Not included in top 3 results.
America Votes,4.0,811526344.0,League Of Chinese American Voters Inc,3.0,50.47213,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,113457793.0,Russian American Voters Educational League Inc,3.0,50.47213,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,264503580.0,Viet-american Voters Of Northern California,3.0,49.24782,,,auto,0.0,Not included in top 3 results.
Citizens for the Republic,4.0,320234718.0,Citizens For The Republic Inc,4.0,121.154755,,,manual,,
Citizens for the Republic,4.0,264617515.0,Citizens For The Republic Foundation Inc,4.0,111.604225,,,manual,,
Citizens for the Republic,4.0,814736817.0,Citizens For The Republic Educational Foundation Inc,3.0,103.45104,,,manual,,
Rightchange.com,4.0,272531555.0,Rightchangecom Ii,,104.781265,,,manual,,
CARE Membership Organization,6.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Progressive Future,4.0,331559036.0,Progressive Futures,3.0,103.02235,,,manual,,
Progressive Future,4.0,822119269.0,Progressive Futures Foundation,3.0,92.38325,,,manual,,
Progressive Future,4.0,272301175.0,Action For A Progressive Future,4.0,82.541374,Action For A Progressive Future,action progressive future,manual,,
Progressive Future,4.0,844677144.0,Coalition For A More Progressive Future,,76.03947,Coalition for a More Progressive Future,coalition more progressive future,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,350411610.0,Indiana Chamber Of Commerce Inc,6.0,103.83463,Indiana Chamber of Commerce Inc,indiana chamber commerce,manual,,
Indiana Chamber of Commerce,6.0,250567060.0,Indiana County Chamber Of Commerce,6.0,103.83463,INDIANA COUNTY CHAMBER OF COMMERCE,indiana county chamber commerce,manual,,
Indiana Chamber of Commerce,6.0,812975927.0,Indiana Rainbow Chamber Of Commerce,6.0,103.83463,,,manual,,
Indiana Chamber of Commerce,6.0,420890125.0,Indianola Chamber Of Commerce,6.0,102.29961,INDIANOLA CHAMBER OF COMMERCE,indianola chamber commerce,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,231916950.0,Indian Valley Chamber Of Commerce,6.0,97.828735,INDIAN VALLEY CHAMBER OF COMMERCE,indian valley chamber commerce,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,731687852.0,Indian Wells Chamber Of Commerce,,97.828735,,,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,942745953.0,Indian Valley Chamber Of Commerce,6.0,97.828735,,,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,993775617.0,Utah Indian Chamber Of Commerce,6.0,97.828735,,,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,270788667.0,India Chamber Of Commerce,,97.79596,,,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,640273846.0,Chamber Of Commerce Of Indianola,6.0,97.41687,CHAMBER OF COMMERCE OF INDIANOLA,chamber commerce indianola,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,351097792.0,Rush County Indiana Chamber Of Commerce,6.0,95.64657,Rush County Indiana Chamber of Commerce,rush county indiana chamber commerce,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,842265966.0,Indian American Chamber Of Commerce,6.0,93.31973,,,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,311010164.0,Indiana State Chamber Of Commerce Foundation Inc,3.0,92.08549,Indiana Chamber of Commerce Foundation Inc,indiana chamber commerce foundation,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,593697193.0,Indian-american Chamber Of Commerce Inc,6.0,90.1139,INDIAN-AMERICAN CHAMBER OF COMMERCE INC,indian american chamber commerce,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,344469508.0,Indian Lake Chamber Of Commerce Inc,6.0,90.1139,INDIAN LAKE CHAMBER OF COMMERCE INC,indian lake chamber commerce,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,411563420.0,Minnesota American Indian Chamber Of Commerce,3.0,90.1139,Minnesota American Indian Chamber of,minnesota american indian chamber,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,992386658.0,North American Indian Chamber Of Commerce,6.0,90.1139,NORTH AMERICAN INDIAN CHAMBER OF COMMERCE,north american indian chamber commerce,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,841280207.0,Rocky Mountain Indian Chamber Of Commerce,6.0,90.1139,ROCKY MOUNTAIN INDIAN CHAMBER OF COMMERCE,rocky mountain indian chamber commerce,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,842798364.0,Indian American International Chamber Of Commerce,6.0,90.1139,INDIAN AMERICAN INTERNATIONAL CHAMBER OF COMMERCE,indian american international chamber commerce,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,223343220.0,Asian Indian Chamber Of Commerce Inc,6.0,90.1139,ASIAN INDIAN CHAMBER OF COMMERCE,asian indian chamber commerce,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,431743327.0,Indian Point Chamber Of Commerce Inc,6.0,90.1139,Indian Point Chamber of Commerce,indian point chamber commerce,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,200848187.0,Indian-us Chamber Of Commerce Incorporated,6.0,90.1139,,,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,923941779.0,American Indian Chamber Of Commerce Michigan,6.0,90.1139,,,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,461228066.0,South Indian Us Chamber Of Commerce,3.0,90.1139,,,auto,0.0,Not included in top 3 results.
Indiana Chamber of Commerce,6.0,300921926.0,Us India Chamber Of Commerce,6.0,89.42048,US INDIA CHAMBER OF COMMERCE,us india chamber commerce,auto,0.0,Not included in top 3 results.
Michigan Citizens for Fiscal Responsibility,4.0,271993953.0,Michigan Citizens For Fiscal Responsibility,4.0,204.67668,MICHIGAN CITIZENS FOR FISCAL,michigan citizens fiscal,manual,,
Campaign for Community Change,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Pennsylvania Business Council,6.0,251373676.0,Pennsylvania Business Council,,117.84946,,,manual,,
Pennsylvania Business Council,6.0,200771774.0,Pennsylvania Business Council Foundation,,106.81739,,,manual,,
Bull Moose Sportsmen's Alliance,4.0,272408409.0,Bull Moose Sportsmen's Alliance,3.0,182.9008,,,manual,,
Wisconsin Manufacturers & Commerce,4.0,391233219.0,Wisconsin Manufacturers And Commerce Inc,6.0,86.76735,WISCONSIN MANUFACTURERS AND COMMERCE,wisconsin manufacturers commerce,manual,,
Wisconsin Manufacturers & Commerce,4.0,391295698.0,Wisconsin Truss Manufacturers Association Inc,6.0,86.76735,,,manual,,
Wisconsin Manufacturers & Commerce,4.0,823396368.0,Central Wisconsin Metal Manufacturers Alliance Inc,3.0,79.93178,CENTRAL WISCONSIN MANUFACTURING,central wisconsin manufacturing,manual,,
Wisconsin Manufacturers & Commerce,4.0,830781052.0,Wisconsin Hemp Farmers & Manufacturers Association Inc,3.0,78.00809,,,auto,0.0,Not included in top 3 results.
Wisconsin Manufacturers & Commerce,4.0,992108864.0,Wisconsin Manufactured Home Owners Alliance Inc,3.0,72.11216,,,auto,0.0,Not included in top 3 results.
Foundation For A Secure & Prosperous America,4.0,260555169.0,Foundation For A Secure Andprosperous America,4.0,101.3247,,,manual,,
Michigan Credit Union League,6.0,380826778.0,Michigan Credit Union League,6.0,139.17557,MICHIGAN CREDIT UNION LEAGUE,michigan credit union league,manual,,
Building a Stronger Wisconsin,4.0,260640889.0,Building A Stronger Wisconsin Inc,4.0,139.34024,,,manual,,
Planned Parenthood Votes! Washington,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Filangieri Society for Justice & Good Government,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Florida New Majority,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
American First Credit Union,,330358683.0,American First Credit Union,14.0,127.53157,AMERICAN FIRST CREDIT UNION,american first credit union,manual,,
American First Credit Union,,750275690.0,First Class American Credit Union,14.0,116.61471,First Class American Credit Union,first class american credit union,manual,,
American First Credit Union,,60944493.0,America's First Network Credit Union,14.0,111.20836,,,manual,,
American First Credit Union,,842568867.0,America First Credit Union Charitable Foundation,3.0,102.145386,AMERICA FIRST CREDIT UNION CHARITABLE FOUNDATION,america first credit union charitable foundation,auto,0.0,Not included in top 3 results.
American First Credit Union,,870511475.0,America First Credit Union Community Assistance Program,3.0,96.93605,AMERICA FIRST CREDIT UNION COMMUNITY ASSISTANCE PROGRAM,america first credit union community assistance program,auto,0.0,Not included in top 3 results.
American First Credit Union,,860189823.0,Credit Unions In The State Of Arizonia,14.0,37.013573,FIRST AMERICAN CREDIT UNION,first american credit union,auto,0.0,Not included in top 3 results.
Arizona Credit Union League,6.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
America's Future Fund,4.0,260620554.0,American Future Fund,4.0,91.32673,AMERICAN FUTURE FUND,american future fund,manual,,
America's Future Fund,4.0,853508867.0,Business For Americas Future Fund,4.0,78.40242,BUSINESS FOR AMERICAS FUTURE FUND,business americas future fund,manual,,
America's Future Fund,4.0,933200018.0,Americas Future Museum Fund Inc,3.0,78.40242,,,manual,,
America's Future Fund,4.0,842207428.0,Americas Future Project Action Fund,4.0,78.40242,,,auto,0.0,Not included in top 3 results.
America's Future Fund,4.0,271976324.0,Building Americas Future Educational Fund,3.0,78.40242,Building Americas Future Educational,building americas future educational,auto,0.0,Not included in top 3 results.
America's Future Fund,4.0,371866322.0,Volunteers Of America Inc,3.0,19.227177,VOA FUTURES FUND INC,voa futures fund,auto,0.0,Not included in top 3 results.
National Assn for Gun Rights,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Freedom's Watch,4.0,260540871.0,Freedoms Watch,4.0,106.662506,,,manual,,
Freedom's Watch,4.0,521948015.0,Freedom Watch Inc,3.0,88.53235,FREEDOM WATCH INC,freedom watch,manual,,
Freedom's Watch,4.0,852577501.0,Freedom Watch Usa Inc,3.0,80.24924,AMERICAS SHERIFF INC,americas sheriff,manual,,
Freedom's Watch,4.0,812617766.0,Freedom Watch International Inc,3.0,80.24924,,,auto,0.0,Not included in top 3 results.
Freedom's Watch,4.0,274667697.0,Human Rights Watch For Lao Religious Freedom,3.0,62.669716,,,auto,0.0,Not included in top 3 results.
America's Agenda: Health Care for Kids,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Vets for Freedom,4.0,203949872.0,Vets For Freedom Inc,4.0,111.78732,,,manual,,
Vets for Freedom,4.0,870881480.0,Choose Freedoms For Vets,3.0,106.054214,,,manual,,
Vets for Freedom,4.0,453593119.0,Vets For Economic Freedom Trust,,102.22583,,,manual,,
Vets for Freedom,4.0,900629876.0,Freedom Farm For Vets Inc,3.0,102.22583,,,auto,0.0,Not included in top 3 results.
Vets for Freedom,4.0,261772229.0,Vets For Freedom Educational Institute,3.0,102.22583,,,auto,0.0,Not included in top 3 results.
One Campaign,4.0,10593565.0,The One Campaign,3.0,100.54346,,,manual,,
One Campaign,4.0,823982666.0,One Peoples Campaign,4.0,100.54346,ONE Peoples Campaign,one peoples campaign,manual,,
One Campaign,4.0,812052848.0,Campaign One At A Time,3.0,83.32842,CAMPAIGN ONE AT A TIME,campaign one at time,manual,,
One Campaign,4.0,464296794.0,Campaign For One New York,4.0,83.32842,,,auto,0.0,Not included in top 3 results.
One Campaign,4.0,462906419.0,One Campaign Of The Diocese Of Sacramento Inc,3.0,66.30947,,,auto,0.0,Not included in top 3 results.
Health Care for America Now,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
American Rights at Work,4.0,861082272.0,American Rights At Work Education Campaign,3.0,124.9677,,,manual,,
AARP,4.0,951985500.0,Aarp,4.0,68.692055,AARP,aarp,manual,,
AARP,4.0,237377940.0,Aarp,4.0,64.21958,AARP - Chapters Group Return,aarp chapters group return,manual,,
AARP,4.0,330016294.0,Aarp,4.0,64.21958,,,manual,,
AARP,4.0,996015771.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,486130012.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237182455.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237060613.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237205398.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237247755.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237247774.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,316077328.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237328170.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237269051.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237267679.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237275540.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237279976.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237278539.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237304786.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,646037743.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237359243.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237067800.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237404730.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237383653.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237379056.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
AARP,4.0,237377891.0,Aarp,4.0,64.21958,,,auto,0.0,Not included in top 3 results.
American Issues Project,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
National Assn of Realtors,4.0,320459637.0,Institute Of Real Estate Management Of The National Asso Of Realtors,6.0,71.44487,,,manual,,
